模型,第22週<divclass="mappingWeekDay">
05/27</br>-</br>06/02
</div>,第23週<divclass="mappingWeekDay">
06/03</br>-</br>06/09
</div>,第24週<divclass="mappingWeekDay">
06/10</br>-</br>06/16
</div>,第25週<divclass="mappingWeekDay">
06/17</br>-</br>06/23
</div>
Ensemble,47994.9640347852,47301.5302585813,45782.1078905469,44914.9770079141
ARIMA,48333.2753764967,48816.2757095755,49208.9820560577,48515.7401090762
RF,47836.6759333333,47911.3898666667,47929.3778666667,50153.4957666667
SVR,46662.2816362758,45335.3389109917,44720.8080119688,43702.135030973
XGB,47111.0630569458,47166.8697814941,48299.3827514648,46434.2084884644
