模型,第21週<divclass="mappingWeekDay">
05/20</br>-</br>05/26
</div>,第22週<divclass="mappingWeekDay">
05/27</br>-</br>06/02
</div>,第23週<divclass="mappingWeekDay">
06/03</br>-</br>06/09
</div>,第24週<divclass="mappingWeekDay">
06/10</br>-</br>06/16
</div>
Ensemble,48134.4687600025,47625.5830034711,44312.1136027877,43381.4654689998
ARIMA,48638.1459633206,49177.4687554368,49490.5554155464,49806.440711247
RF,48591.3465666667,48252.8790333333,47434.1971666667,46627.7858
SVR,46779.2034540182,45103.2041772905,42844.0837780318,41943.1193428224
XGB,47258.028427124,47632.4390563965,45524.0284194946,47200.6384429932
